LOGNAME,1823514,0007/0001.csv
MSG,5353496,Gyroscope not ready
GYRS,5353501,100000000
ACC,5357007,-36112,-366000,945744
MSG,5357049,Gyroscope not ready
GYRS,5357054,100000000
ACC,5360560,-36112,-364536,936960
MSG,5360602,Gyroscope not ready
GYRS,5360621,100000000
ACC,5364160,-37088,-370880,936472
MSG,5364202,Gyroscope not ready
GYRS,5364206,100000000
ACC,5367716,-36112,-361608,952576
MSG,5367758,Gyroscope not ready
GYRS,5367763,100000000
ACC,5371272,-49288,-369904,889624
MSG,5371314,Gyroscope not ready
GYRS,5371319,100000000
ACC,5374828,-8296,-388936,895968
MSG,5374870,Gyroscope not ready
GYRS,5374875,100000000
ACC,5378427,-106384,-364048,980880
MSG,5378469,Gyroscope not ready
GYRS,5378473,100000000
ACC,5381983,-35136,-369416,905728
MSG,5382039,Gyroscope not ready
GYRS,5382044,100000000
ACC,5385540,-48312,-388448,937448
MSG,5385581,Gyroscope not ready
GYRS,5385586,100000000
ACC,5389096,-48312,-358680,958432
MSG,5389138,Gyroscope not ready
GYRS,5389143,100000000
ACC,5392653,-39040,-398208,963800
MSG,5392694,Gyroscope not ready
GYRS,5392699,100000000
ACC,5396248,-45384,-367464,915488
MSG,5396290,Gyroscope not ready
GYRS,5396295,100000000
ACC,5399804,-53680,-365024,911096
MSG,5399846,Gyroscope not ready
GYRS,5399851,100000000
ACC,5403362,-31232,-379664,940376
MSG,5403404,Gyroscope not ready
GYRS,5403409,100000000
ACC,5406918,-43432,-356240,916464
MSG,5406960,Gyroscope not ready
GYRS,5406965,100000000
ACC,5410517,-52704,-390888,993568
MSG,5410559,Gyroscope not ready
GYRS,5410564,100000000
ACC,5414074,-88816,-409920,1017480
MSG,5414116,Gyroscope not ready
GYRS,5414120,100000000
ACC,5417627,-62952,-408944,961848
MSG,5417668,Gyroscope not ready
GYRS,5417673,100000000
ACC,5421177,-50264,-334280,842776
MSG,5421233,Gyroscope not ready
GYRS,5421238,100000000
ACC,5424733,-59536,-386984,855952
MSG,5424775,Gyroscope not ready
GYRS,5424779,100000000
ACC,5428327,8784,-430416,994544
MSG,5428368,Gyroscope not ready
GYRS,5428373,100000000
ACC,5431883,-45872,-329400,883768
MSG,5431925,Gyroscope not ready
GYRS,5431930,100000000
ACC,5435439,-20984,-369416,911096
MSG,5435480,Gyroscope not ready
GYRS,5435485,100000000
ACC,5438994,-41480,-303048,876448
MSG,5439036,Gyroscope not ready
GYRS,5439041,100000000
ACC,5442595,-34160,-334280,904264
MSG,5442637,Gyroscope not ready
GYRS,5442641,100000000
ACC,5446151,-40992,-354288,905728
MSG,5446193,Gyroscope not ready
GYRS,5446197,100000000
ACC,5449704,-64416,-385520,977464
MSG,5449746,Gyroscope not ready
GYRS,5449750,100000000
ACC,5453257,-50264,-398208,881328
MSG,5453299,Gyroscope not ready
GYRS,5453304,100000000
ACC,5456813,-10736,-415776,995032
MSG,5456855,Gyroscope not ready
GYRS,5456859,100000000
ACC,5460406,-28304,-414312,972096
MSG,5460448,Gyroscope not ready
GYRS,5460466,100000000
ACC,5463960,-54656,-382104,910608
MSG,5464002,Gyroscope not ready
GYRS,5464006,100000000
ACC,5467516,-18056,-427976,950624
MSG,5467558,Gyroscope not ready
GYRS,5467562,100000000
ACC,5471072,-19032,-390888,946720
MSG,5471114,Gyroscope not ready
GYRS,5471118,100000000
ACC,5474671,-41968,-361608,881816
MSG,5474712,Gyroscope not ready
GYRS,5474717,100000000
ACC,5478223,-26352,-390888,915976
MSG,5478265,Gyroscope not ready
GYRS,5478270,100000000
ACC,5481780,-42944,-381616,941352
MSG,5481835,Gyroscope not ready
GYRS,5481840,100000000
ACC,5485335,-45384,-392840,937936
MSG,5485377,Gyroscope not ready
GYRS,5485382,100000000
ACC,5488891,-51728,-394792,944768
MSG,5488933,Gyroscope not ready
GYRS,5488938,100000000
ACC,5492490,-44896,-386496,942816
MSG,5492532,Gyroscope not ready
GYRS,5492537,100000000
ACC,5496047,-40992,-396256,946720
MSG,5496088,Gyroscope not ready
GYRS,5496093,100000000
ACC,5499603,-46360,-386984,940376
MSG,5499645,Gyroscope not ready
GYRS,5499663,100000000
ACC,5503156,-44896,-389424,928176
MSG,5503197,Gyroscope not ready
GYRS,5503202,100000000
ACC,5506751,-49776,-388448,944768
MSG,5506793,Gyroscope not ready
GYRS,5506798,100000000
ACC,5510307,-40016,-391376,924272
MSG,5510349,Gyroscope not ready
GYRS,5510354,100000000
ACC,5513860,-43920,-384544,944768
MSG,5513901,Gyroscope not ready
GYRS,5513906,100000000
ACC,5517416,-46848,-395280,929152
MSG,5517457,Gyroscope not ready
GYRS,5517462,100000000
ACC,5520972,-48312,-392352,941840
MSG,5521028,Gyroscope not ready
GYRS,5521032,100000000
ACC,5524570,-41968,-391376,934032
MSG,5524612,Gyroscope not ready
GYRS,5524617,100000000
ACC,5528126,-43920,-389424,926224
MSG,5528168,Gyroscope not ready
GYRS,5528172,100000000
ACC,5531678,-49288,-392840,918416
MSG,5531720,Gyroscope not ready
GYRS,5531725,100000000
ACC,5535234,-45872,-395280,915976
MSG,5535275,Gyroscope not ready
GYRS,5535280,100000000
ACC,5538832,-47336,-397232,915976
MSG,5538874,Gyroscope not ready
GYRS,5538893,100000000
ACC,5542339,-48800,-399184,919392
MSG,5542380,Gyroscope not ready
GYRS,5542385,100000000
ACC,5545835,-54656,-404064,915488
MSG,5545877,Gyroscope not ready
GYRS,5545882,100000000
ACC,5549332,-43432,-397232,917440
MSG,5549374,Gyroscope not ready
GYRS,5549379,100000000
ACC,5552835,-47336,-392352,912072
MSG,5552876,Gyroscope not ready
GYRS,5552881,100000000
ACC,5556358,-52704,-392840,918416
MSG,5556400,Gyroscope not ready
GYRS,5556405,100000000
ACC,5559858,-45384,-380640,928664
MSG,5559914,Gyroscope not ready
GYRS,5559919,100000000
ACC,5563986,-57584,-396744,947696
MSG,5564028,Gyroscope not ready
GYRS,5564033,100000000
ACC,5567579,-53680,-424072,929152
MSG,5567621,Gyroscope not ready
GYRS,5567626,100000000
ACC,5571211,-38064,-420168,895968
MSG,5571253,Gyroscope not ready
GYRS,5571258,100000000
ACC,5574799,-48800,-407968,920368
MSG,5574841,Gyroscope not ready
GYRS,5574846,100000000
ACC,5578392,-45872,-409920,908656
MSG,5578433,Gyroscope not ready
GYRS,5578438,100000000
ACC,5581960,-56608,-403088,919392
MSG,5582002,Gyroscope not ready
GYRS,5582007,100000000
ACC,5585559,-55632,-393816,929152
MSG,5585600,Gyroscope not ready
GYRS,5585605,100000000
ACC,5589115,-58560,-404064,924272
MSG,5589157,Gyroscope not ready
GYRS,5589161,100000000
ACC,5592671,-51728,-407968,928176
MSG,5592713,Gyroscope not ready
GYRS,5592717,100000000
ACC,5596227,-52704,-410896,921344
MSG,5596269,Gyroscope not ready
GYRS,5596274,100000000
ACC,5599783,-51728,-416752,932080
MSG,5599825,Gyroscope not ready
GYRS,5599844,100000000
ACC,5603382,-52704,-404064,918416
MSG,5603424,Gyroscope not ready
GYRS,5603429,100000000
ACC,5606938,-51728,-403088,926224
MSG,5606980,Gyroscope not ready
GYRS,5606985,100000000
ACC,5610490,-49288,-407968,918416
MSG,5610532,Gyroscope not ready
GYRS,5610536,100000000
ACC,5614046,-50752,-406016,926224
MSG,5614088,Gyroscope not ready
GYRS,5614093,100000000
ACC,5617642,-52704,-405040,929152
MSG,5617684,Gyroscope not ready
GYRS,5617689,100000000
ACC,5621209,-51728,-407968,936472
MSG,5621251,Gyroscope not ready
GYRS,5621256,100000000
ACC,5624748,-52704,-401136,924272
MSG,5624790,Gyroscope not ready
GYRS,5624794,100000000
ACC,5628304,-46360,-401136,919392
MSG,5628345,Gyroscope not ready
GYRS,5628350,100000000
ACC,5631860,-50264,-401136,920368
MSG,5631901,Gyroscope not ready
GYRS,5631906,100000000
ACC,5635459,-50752,-399184,917928
MSG,5635500,Gyroscope not ready
GYRS,5635505,100000000
ACC,5639014,-48312,-397232,921344
MSG,5639056,Gyroscope not ready
GYRS,5639075,100000000
ACC,5642570,-50264,-398208,928176
MSG,5642612,Gyroscope not ready
GYRS,5642616,100000000
ACC,5646126,-51728,-397232,927200
MSG,5646167,Gyroscope not ready
GYRS,5646172,100000000
ACC,5649724,-48312,-399184,920368
MSG,5649766,Gyroscope not ready
GYRS,5649771,100000000
ACC,5653281,-47824,-398208,920368
MSG,5653322,Gyroscope not ready
GYRS,5653327,100000000
ACC,5656837,-46848,-402112,922320
MSG,5656879,Gyroscope not ready
GYRS,5656883,100000000
ACC,5660393,-53680,-405040,915488
MSG,5660448,Gyroscope not ready
GYRS,5660453,100000000
ACC,5663948,-48312,-405040,926224
MSG,5663990,Gyroscope not ready
GYRS,5663995,100000000
ACC,5667547,-49776,-406016,917440
MSG,5667589,Gyroscope not ready
GYRS,5667594,100000000
ACC,5671098,-51728,-407968,925248
MSG,5671140,Gyroscope not ready
GYRS,5671145,100000000
ACC,5674650,-44896,-401136,916952
MSG,5674692,Gyroscope not ready
GYRS,5674697,100000000
ACC,5678203,-56608,-405040,918416
MSG,5678245,Gyroscope not ready
GYRS,5678263,100000000
ACC,5681798,-49288,-403088,923296
MSG,5681840,Gyroscope not ready
GYRS,5681845,100000000
ACC,5685354,-44896,-402112,919392
MSG,5685396,Gyroscope not ready
GYRS,5685401,100000000
ACC,5688905,-45872,-398208,923296
MSG,5688947,Gyroscope not ready
GYRS,5688951,100000000
ACC,5692461,-48312,-397720,914512
MSG,5692502,Gyroscope not ready
GYRS,5692507,100000000
ACC,5696011,-50752,-402112,913048
MSG,5696053,Gyroscope not ready
GYRS,5696058,100000000
ACC,5699605,-46360,-404064,918416
MSG,5699661,Gyroscope not ready
GYRS,5699665,100000000
ACC,5703161,-51240,-401136,899872
MSG,5703203,Gyroscope not ready
GYRS,5703208,100000000
ACC,5706717,-55632,-402112,935984
MSG,5706759,Gyroscope not ready
GYRS,5706763,100000000
ACC,5710273,-45872,-410896,903776
MSG,5710314,Gyroscope not ready
GYRS,5710319,100000000
ACC,5713868,-56608,-403088,928664
MSG,5713910,Gyroscope not ready
GYRS,5713915,100000000
ACC,5717424,-49288,-404064,925248
MSG,5717465,Gyroscope not ready
GYRS,5717470,100000000
ACC,5720979,-53680,-400160,925248
MSG,5721021,Gyroscope not ready
GYRS,5721026,100000000
ACC,5724530,-59536,-418704,922320
MSG,5724572,Gyroscope not ready
GYRS,5724577,100000000
ACC,5728086,-45384,-401136,917440
MSG,5728128,Gyroscope not ready
GYRS,5728133,100000000
ACC,5731680,-61488,-405040,935496
MSG,5731721,Gyroscope not ready
GYRS,5731726,100000000
ACC,5735235,-51728,-397232,920368
MSG,5735277,Gyroscope not ready
GYRS,5735282,100000000
ACC,5738791,-50752,-405040,923296
MSG,5738833,Gyroscope not ready
GYRS,5738852,100000000
ACC,5742346,-45872,-396256,926224
MSG,5742388,Gyroscope not ready
GYRS,5742393,100000000
ACC,5745945,-48312,-400160,920368
MSG,5745987,Gyroscope not ready
GYRS,5745992,100000000
ACC,5749497,-53680,-399184,916464
MSG,5749539,Gyroscope not ready
GYRS,5749544,100000000
ACC,5753050,-54656,-398208,926224
MSG,5753092,Gyroscope not ready
GYRS,5753097,100000000
ACC,5756606,-49776,-406016,933056
MSG,5756648,Gyroscope not ready
GYRS,5756652,100000000
ACC,5759622,-58560,-403088,930128
MSG,5960001,Gyroscope not ready
GYRS,5960006,100000000
MSG,5963038,Accelerometer not ready
ACCS,5963043,100000000
MSG,5963079,Gyroscope not ready
GYRS,5963084,100000000
ACC,5966592,-60512,-408944,908656
MSG,5966633,Gyroscope not ready
GYRS,5966638,100000000
ACC,5970150,-44896,-402112,895480
MSG,5970192,Gyroscope not ready
GYRS,5970197,100000000
ACC,5973709,-52704,-393816,964776
MSG,5973751,Gyroscope not ready
GYRS,5973755,100000000
ACC,5977310,-83936,-427488,961848
MSG,5977366,Gyroscope not ready
GYRS,5977371,100000000
ACC,5980868,-55632,-437248,894504
MSG,5980910,Gyroscope not ready
GYRS,5980915,100000000
ACC,5984427,-63440,-413824,894016
MSG,5984468,Gyroscope not ready
GYRS,5984473,100000000
ACC,5987985,-48312,-411872,911096
MSG,5988026,Gyroscope not ready
GYRS,5988031,100000000
ACC,5991539,-67344,-416752,938912
MSG,5991581,Gyroscope not ready
GYRS,5991586,100000000
ACC,5995140,-57584,-406992,915000
MSG,5995182,Gyroscope not ready
GYRS,5995187,100000000
ACC,5998697,-66368,-412848,915000
MSG,5998739,Gyroscope not ready
GYRS,5998744,100000000
ACC,6002256,-64416,-416752,915000
MSG,6002298,Gyroscope not ready
GYRS,6002302,100000000
ACC,6005815,-64416,-417728,922320
MSG,6005856,Gyroscope not ready
GYRS,6005861,100000000
ACC,6009416,-65392,-418704,923296
MSG,6009458,Gyroscope not ready
GYRS,6009463,100000000
ACC,6012970,-64904,-427000,922320
MSG,6013012,Gyroscope not ready
GYRS,6013016,100000000
ACC,6016528,-56608,-415776,914024
MSG,6016584,Gyroscope not ready
GYRS,6016589,100000000
ACC,6020087,-57584,-422120,910608
MSG,6020129,Gyroscope not ready
GYRS,6020134,100000000
ACC,6023642,-65392,-420656,920368
MSG,6023684,Gyroscope not ready
GYRS,6023689,100000000
ACC,6027244,-69784,-416752,933544
MSG,6027286,Gyroscope not ready
GYRS,6027291,100000000
ACC,6030803,-59536,-416752,916464
MSG,6030845,Gyroscope not ready
GYRS,6030850,100000000
ACC,6034363,-61488,-415776,929152
MSG,6034404,Gyroscope not ready
GYRS,6034409,100000000
ACC,6037921,27328,-431392,1113616
MSG,6037964,Gyroscope not ready
GYRS,6037968,100000000
ACC,6041520,-82960,-438224,877424
MSG,6041562,Gyroscope not ready
GYRS,6041567,100000000
ACC,6045079,-91744,-434320,900848
MSG,6045121,Gyroscope not ready
GYRS,6045125,100000000
ACC,6048638,-67832,-430416,882304
MSG,6048679,Gyroscope not ready
GYRS,6048684,100000000
ACC,6052196,-61488,-432368,910120
MSG,6052238,Gyroscope not ready
GYRS,6052243,100000000
ACC,6055755,-79056,-417728,908168
MSG,6055796,Gyroscope not ready
GYRS,6055815,100000000
ACC,6059356,-64416,-422120,912072
MSG,6059398,Gyroscope not ready
GYRS,6059403,100000000
ACC,6062911,-59536,-423096,907680
MSG,6062953,Gyroscope not ready
GYRS,6062957,100000000
ACC,6066469,-61488,-435296,915000
MSG,6066511,Gyroscope not ready
GYRS,6066516,100000000
ACC,6070028,-67344,-422608,914024
MSG,6070069,Gyroscope not ready
GYRS,6070074,100000000
ACC,6073628,-62464,-410896,911096
MSG,6073670,Gyroscope not ready
GYRS,6073675,100000000
ACC,6077187,-52704,-405040,912072
MSG,6077242,Gyroscope not ready
GYRS,6077247,100000000
ACC,6080742,-58560,-411872,922320
MSG,6080784,Gyroscope not ready
GYRS,6080788,100000000
ACC,6084301,-63440,-423096,918416
MSG,6084342,Gyroscope not ready
GYRS,6084347,100000000
ACC,6087854,-60512,-423096,915000
MSG,6087896,Gyroscope not ready
GYRS,6087901,100000000
ACC,6091456,-65392,-418704,908656
MSG,6091498,Gyroscope not ready
GYRS,6091502,100000000
ACC,6095009,-64416,-418704,914512
MSG,6095051,Gyroscope not ready
GYRS,6095070,100000000
ACC,6098564,-57584,-419680,912072
MSG,6098606,Gyroscope not ready
GYRS,6098611,100000000
ACC,6102119,-63440,-418704,916464
MSG,6102161,Gyroscope not ready
GYRS,6102166,100000000
ACC,6105721,-62464,-422120,909632
MSG,6105762,Gyroscope not ready
GYRS,6105767,100000000
ACC,6109279,-60512,-419680,921344
MSG,6109321,Gyroscope not ready
GYRS,6109325,100000000
ACC,6112834,-63440,-405040,923296
MSG,6112876,Gyroscope not ready
GYRS,6112880,100000000
ACC,6116389,-56608,-406992,914024
MSG,6116445,Gyroscope not ready
GYRS,6116449,100000000
ACC,6119947,-65392,-422608,917440
MSG,6119989,Gyroscope not ready
GYRS,6119994,100000000
ACC,6123548,-61488,-423096,917440
MSG,6123590,Gyroscope not ready
GYRS,6123595,100000000
ACC,6127107,-58560,-425536,915000
MSG,6127148,Gyroscope not ready
GYRS,6127153,100000000
ACC,6130665,-59536,-427488,915976
MSG,6130706,Gyroscope not ready
GYRS,6130711,100000000
ACC,6134223,-64416,-423584,908656
MSG,6134265,Gyroscope not ready
GYRS,6134269,100000000
ACC,6137821,-65392,-420656,914512
MSG,6137862,Gyroscope not ready
GYRS,6137867,100000000
ACC,6141374,-57584,-417728,919392
MSG,6141415,Gyroscope not ready
GYRS,6141420,100000000
ACC,6144932,-63440,-411872,918416
MSG,6144974,Gyroscope not ready
GYRS,6144978,100000000
ACC,6148490,-65392,-414800,912072
MSG,6148532,Gyroscope not ready
GYRS,6148537,100000000
ACC,6152049,-64416,-416752,913048
MSG,6152090,Gyroscope not ready
GYRS,6152095,100000000
ACC,6155650,-61488,-410896,921344
MSG,6155706,Gyroscope not ready
GYRS,6155711,100000000
ACC,6159208,-60512,-410896,918416
MSG,6159250,Gyroscope not ready
GYRS,6159255,100000000
ACC,6162767,-63440,-419680,914024
MSG,6162809,Gyroscope not ready
GYRS,6162813,100000000
ACC,6166322,-62464,-417728,909144
MSG,6166364,Gyroscope not ready
GYRS,6166369,100000000
ACC,6169920,-67344,-423096,916464
MSG,6169962,Gyroscope not ready
GYRS,6169966,100000000
ACC,6173473,-68320,-423096,913048
MSG,6173515,Gyroscope not ready
GYRS,6173519,100000000
ACC,6177031,-59536,-413824,917928
MSG,6177073,Gyroscope not ready
GYRS,6177077,100000000
ACC,6180589,-63440,-419680,903776
MSG,6180631,Gyroscope not ready
GYRS,6180636,100000000
ACC,6184142,-64416,-411872,912072
MSG,6184184,Gyroscope not ready
GYRS,6184189,100000000
ACC,6187743,-64416,-415776,911584
MSG,6187785,Gyroscope not ready
GYRS,6187790,100000000
ACC,6191298,-64416,-415776,912072
MSG,6191340,Gyroscope not ready
GYRS,6191344,100000000
ACC,6194856,-65392,-412848,908656
MSG,6194898,Gyroscope not ready
GYRS,6194917,100000000
ACC,6198415,-61488,-421632,910120
MSG,6198456,Gyroscope not ready
GYRS,6198461,100000000
ACC,6202016,-61488,-423096,911096
MSG,6202058,Gyroscope not ready
GYRS,6202062,100000000
ACC,6205569,-60512,-428464,910608
MSG,6205610,Gyroscope not ready
GYRS,6205615,100000000
ACC,6209127,-60512,-414800,905728
MSG,6209169,Gyroscope not ready
GYRS,6209174,100000000
ACC,6212685,-63440,-420656,902800
MSG,6212727,Gyroscope not ready
GYRS,6212731,100000000
ACC,6216243,-58560,-420168,915000
MSG,6216299,Gyroscope not ready
GYRS,6216303,100000000
ACC,6219838,-58560,-422608,915488
MSG,6219880,Gyroscope not ready
GYRS,6219885,100000000
ACC,6223397,-58560,-423096,911584
MSG,6223438,Gyroscope not ready
GYRS,6223443,100000000
ACC,6226952,-66368,-422120,916952
MSG,6226994,Gyroscope not ready
GYRS,6226998,100000000
ACC,6230510,-58560,-421144,911096
MSG,6230552,Gyroscope not ready
GYRS,6230556,100000000
ACC,6234107,-67344,-423096,912560
MSG,6234149,Gyroscope not ready
GYRS,6234168,100000000
ACC,6237660,-61488,-420168,914024
MSG,6237702,Gyroscope not ready
GYRS,6237707,100000000
ACC,6241215,-55632,-421144,918416
MSG,6241257,Gyroscope not ready
GYRS,6241262,100000000
ACC,6244773,-53192,-423584,923296
MSG,6244815,Gyroscope not ready
GYRS,6244820,100000000
ACC,6248331,-54656,-426512,921344
MSG,6248373,Gyroscope not ready
GYRS,6248378,100000000
ACC,6251932,-66368,-418704,925248
MSG,6251974,Gyroscope not ready
GYRS,6251979,100000000
ACC,6255485,-66368,-412848,913048
MSG,6255541,Gyroscope not ready
GYRS,6255545,100000000
ACC,6259042,-55632,-409920,903776
MSG,6259084,Gyroscope not ready
GYRS,6259089,100000000
ACC,6262595,-61488,-407968,907192
MSG,6262637,Gyroscope not ready
GYRS,6262642,100000000
ACC,6266196,-63440,-427488,909632
MSG,6266238,Gyroscope not ready
GYRS,6266243,100000000
ACC,6269748,-70760,-419680,913048
MSG,6269790,Gyroscope not ready
GYRS,6269795,100000000
ACC,6273306,-60512,-420168,918416
MSG,6273348,Gyroscope not ready
GYRS,6273367,100000000
ACC,6276864,-61488,-418704,924272
MSG,6276906,Gyroscope not ready
GYRS,6276911,100000000
ACC,6280422,-62464,-408944,916952
MSG,6280464,Gyroscope not ready
GYRS,6280469,100000000
ACC,6284024,-61488,-413824,918416
MSG,6284065,Gyroscope not ready
GYRS,6284070,100000000
ACC,6287578,-69784,-417728,921344
MSG,6287620,Gyroscope not ready
GYRS,6287625,100000000
ACC,6291136,-68320,-416752,914024
MSG,6291178,Gyroscope not ready
GYRS,6291183,100000000
ACC,6294689,-70760,-415776,930128
MSG,6294744,Gyroscope not ready
GYRS,6294749,100000000
ACC,6298289,-67344,-419680,917440
MSG,6298331,Gyroscope not ready
